gender,senior_citizen,Partner,Dependents,tenure,contract,paperless_billing,monthly_charges,total_charges,phone_service,charge_per_tenure,total_addons,high_risk_flag,payment_risk_flag,tenure_group,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No internet service,streaming_movies_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn
0,0,1,1,1.0386031396490458,0,1,0.9447364283323268,1.3761573366481232,1,-0.47744403900141996,0.5079352703082123,0,0,3.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1.4863662228735797,2,0,-1.5108448786398618,-0.4182245929365227,1,-0.6278313143350511,-1.109762475828853,0,1,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,-1.2816237461508113,0,0,0.37397969211716947,-0.9754860617516302,1,3.7278173785536617,-0.5705298937831644,1,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,0,0,-0.22327464034736777,0,1,-0.29135010794759253,-0.3773514387474462,1,-0.4288115981308616,-0.031297311737476054,0,1,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0.6722515261016999,2,0,0.5448748776699633,0.7729547057976285,1,-0.4723828912382636,1.5864004343995892,0,0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,-1.2816237461508113,0,1,0.680927355488693,-0.9714272675890004,1,4.260428522352846,-0.031297311737476054,1,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,1.3235432835192036,1,0,-1.3316538102932427,-0.30644320775490963,1,-0.6164749255616846,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0.26519417771576004,0,1,1.2782309166440902,0.7437972061104127,1,-0.36191646103515707,1.0471678523539008,0,1,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
1,0,1,0,0.428017117070136,0,1,0.7024966507526377,0.5495016325739328,1,-0.4344013044136259,0.5079352703082123,0,0,2.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,-0.5082147842175256,0,1,-1.3432680462045974,-0.7970746340191713,0,-0.5256686825823735,-1.109762475828853,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,0,-0.8338606629262776,0,1,0.667653943018573,-0.5702209494700292,1,0.09365984435631577,-0.031297311737476054,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,1,-1.0780950719578415,0,0,-1.5025489958460367,-0.9646479843660134,1,-0.3364786237811188,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,1.4456604880349857,2,0,-1.3084253384705327,-0.2095367546936369,1,-0.6171880323881223,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,0.590840056424512,1,1,0.03716685068787588,0.3168559390575785,1,-0.5012830436626103,0.5079352703082123,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,1.2014260790034217,2,0,1.679751643865218,2.1323874771437112,1,-0.448530320443118,2.1256330164452777,0,0,3.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,0.9571916699718578,0,1,1.1206091435614158,1.4787899803928897,1,-0.46033966685443456,1.0471678523539008,0,1,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,0,-0.6303319887333076,1,0,-1.5125040551986266,-0.8742136625370421,1,-0.5359507509954852,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.1023712383613841,0,0,0.5017362871420736,0.23543872209801703,1,-0.4036776531210331,-0.5705298937831644,0,0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,-1.2409180113122174,0,0,0.473530285643069,-0.9330771476091261,1,2.380455133699509,-0.5705298937831644,1,1,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,1,0,-1.2816237461508113,0,0,-0.9931817923051841,-0.9935641503462619,0,1.3555385542805374,-0.5705298937831644,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,0.631545791263106,1,1,1.27159421040903,1.2014975510876085,1,-0.4170900401399143,1.0471678523539008,0,0,2.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
0,0,0,0,0.5094285867473239,0,1,0.8086839505135972,0.830545704051158,1,-0.4361878646011374,-0.031297311737476054,0,0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,1,1,1.5270719577121736,2,1,0.8368899520126024,1.7278244265551055,1,-0.5135271527830033,2.1256330164452777,0,0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,0,0,0,-0.06045170099299184,0,1,0.44864263726159415,0.059594207430572706,1,-0.377426961236336,-0.031297311737476054,0,1,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0,0,1.0793088744876398,2,0,-1.3250171040581826,-0.3461316328370565,1,-0.6117638687614951,-1.109762475828853,0,1,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,1,0.590840056424512,1,1,0.6643355899010431,0.7541526160820952,1,-0.4559391219607879,-0.031297311737476054,0,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,-0.019745966154397852,2,0,-1.5257774676687466,-0.7395275146214537,1,-0.5936175759015067,-1.109762475828853,0,1,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,0.22448844287716607,1,0,0.18815191753549007,0.17940542322582068,1,-0.45127923582740975,1.0471678523539008,0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1.0793088744876398,0,1,0.6079235869030333,1.162686703121706,1,-0.49996351154959434,-0.031297311737476054,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.22327464034736777,1,1,1.1803394996769556,0.1641575208310766,1,-0.24640770448226057,0.5079352703082123,0,0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,1.0386031396490458,1,1,0.9746016063900964,1.4527478794683408,1,-0.47568737375389164,0.5079352703082123,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1.5677776925507676,2,0,1.5387216363701939,2.4951997964269954,1,-0.48172997689700964,2.1256330164452777,0,1,3.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1,0,0,-0.22327464034736777,0,1,0.7141108866639929,0.044631517598608055,1,-0.3041929289639482,-0.031297311737476054,0,0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1.3235432835192036,1,1,1.2682758572915003,1.9715275917361377,1,-0.47976703656359737,1.0471678523539008,0,0,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.631545791263106,1,1,0.1997661534468453,0.583529685256304,1,-0.4930010823670016,0.5079352703082123,0,0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-0.1825689055087738,0,1,0.5199872292884885,-0.023863376324256877,1,-0.339683792693344,-0.5705298937831644,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.5489205190561197,0,0,-1.3349721634107725,-0.8045121000793415,1,-0.517525284399189,-1.109762475828853,0,0,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,1.0386031396490458,2,0,0.3607062796470494,0.9286588256472669,1,-0.511796603841972,1.0471678523539008,0,1,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.8350744654560759,1,1,1.1737027934418955,1.2731297832010464,1,-0.44584936630873623,1.0471678523539008,0,1,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
0,1,1,1,0.30589991255435406,0,1,0.9828974891839214,0.588466056535178,1,-0.3941785823296245,-0.031297311737476054,0,0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1,0,0,1,-1.2816237461508113,0,0,-1.5158224083161567,-1.0004750701366856,1,0.4486601202440882,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
1,0,0,0,0.30589991255435406,0,1,1.313073624378155,0.7624018409747911,1,-0.36623141881847415,1.0471678523539008,0,0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
1,0,1,0,1.1607203441648277,2,0,-1.3100845150292975,-0.33380167435382463,1,-0.6124758743591344,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,1,0,1.3642490183577978,1,1,1.5237890473413087,2.278372430430944,1,-0.4692185923573139,1.5864004343995892,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,1,0.30589991255435406,1,0,-0.8189682536348599,-0.32263450554961637,0,-0.5466942585764049,0.5079352703082123,0,1,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.7117434584104956,0,1,1.1537926747367158,-0.3214497764426866,1,0.0578386998617137,0.5079352703082123,0,1,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0,1,1,1.4456604880349857,2,0,-1.3001294556767078,-0.269058422602904,1,-0.6167707890322278,-1.109762475828853,0,1,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.8338606629262776,0,1,0.5150096996121938,-0.5919848619528869,1,0.05291121630681481,-0.5705298937831644,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,-1.2816237461508113,0,0,-1.5108448786398618,-1.0004092518529673,1,0.4572970577111019,-1.109762475828853,0,0,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,-0.9966836022806536,2,0,-1.5075265255223318,-0.9377721851810328,1,-0.4102353278645065,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.30589991255435406,0,0,0.3275227484717495,0.2950262082910024,1,-0.44965159532914406,-0.5705298937831644,0,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1.6084834273893616,2,1,1.2516840917038503,2.3040635005089953,1,-0.49781413670049723,1.0471678523539008,0,0,3.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,1,-0.9559778674420595,0,1,0.26447403923868007,-0.7230948831197799,1,0.17976346710439195,1.0471678523539008,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
0,0,0,0,-0.7117434584104956,0,0,-0.19843622065675282,-0.5898128585901823,1,-0.23545730162229664,0.5079352703082123,0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-1.2816237461508113,0,0,-1.5091857020810966,-1.000387312425061,1,0.4601760368667732,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0.020959768684196134,0,1,0.6112419400205631,0.20119127513658455,1,-0.377437545718526,-0.5705298937831644,0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,1,1,0.22448844287716607,2,1,-1.4925939364934466,-0.677022084516956,1,-0.6008385119656146,-1.109762475828853,0,1,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.9164859351332638,2,1,-0.005971739840013817,0.5782203437030263,1,-0.5265940687395536,0.5079352703082123,0,1,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1,1,1.3235432835192036,2,1,0.48016699187812906,1.2165699380591035,1,-0.5212068880467444,1.0471678523539008,0,0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1,0,-1.1595065416350294,0,0,-0.3394662281517771,-0.9057844992939293,1,0.600094423832397,-0.031297311737476054,1,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0.428017117070136,1,1,1.3628489211411048,0.9797996320964014,1,-0.3823179542337548,1.5864004343995892,0,0,2.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,0,0,0,-0.5896262538947137,0,1,-0.986545086070124,-0.742445458532966,0,-0.44639934673223675,-0.031297311737476054,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,1,0,0,-1.2816237461508113,0,1,0.9497139580086216,-0.9678730802682111,1,4.726823145571591,-0.031297311737476054,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,-1.2816237461508113,0,0,-1.5274366442275116,-1.0006286461320282,1,0.4285072661543893,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,-1.2002122764736234,0,1,0.1781968581829002,-0.9172807595167294,1,1.364175491747551,-1.109762475828853,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0.346605647392948,2,0,-1.469365464670737,-0.624740427816704,1,-0.6031269312944815,-1.109762475828853,0,0,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.6710377235719016,0,1,0.7804779490145926,-0.384920541375053,1,-0.0605804868796471,-0.031297311737476054,0,1,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
0,0,0,0,-1.1188008067964355,0,0,0.5067138168183688,-0.8403172464221074,1,0.8795473338762213,-0.5705298937831644,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0.9571916699718578,0,1,1.3412796258771595,1.5336166107302498,1,-0.4469044307946353,1.0471678523539008,0,1,3.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0,1,1,0,-0.1825689055087738,0,0,-1.3017886322354726,-0.6865876750840185,1,-0.5576920073779682,-1.109762475828853,0,1,2.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,0.8757802002946699,2,0,-1.4892755833759168,-0.5252012434066984,1,-0.6177661040921069,-1.109762475828853,0,0,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.2816237461508113,0,1,-1.5075265255223318,-1.000365372997155,1,0.46305501602244453,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0.387311382231542,1,1,1.4391710428442943,1.003428395951278,1,-0.36970644300637456,1.0471678523539008,0,1,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,1.3642490183577978,2,1,1.3512346852297499,1.9943665361863943,1,-0.4781563186913381,1.5864004343995892,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,-0.9966836022806536,0,1,0.6328112352845081,-0.7397688483284208,1,0.41507203009459015,-0.5705298937831644,1,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,1,1,-0.7524491932490895,0,0,-1.3067661619117676,-0.8454949514079485,1,-0.46359240821628067,-1.109762475828853,0,1,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.428017117070136,0,1,-0.5269531792922214,-0.09790894550736662,0,-0.53137055688419,0.5079352703082123,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,0,1.5270719577121736,2,1,-0.5004063543519814,0.4698834487026719,0,-0.5788921443173988,1.0471678523539008,0,0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,-0.06045170099299184,0,0,0.8086839505135972,0.22977834969824149,1,-0.3383808064375445,0.5079352703082123,0,1,2.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0,1,0,1.6084834273893616,2,1,1.5586317550753739,2.5325626421510954,1,-0.48322205056901274,1.5864004343995892,0,0,3.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
0,0,0,1,0.06166550352279012,2,0,0.09026050056835591,0.017536324134566416,1,-0.43716063768230823,1.0471678523539008,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-0.5489205190561197,1,0,-1.497571466169742,-0.8577590916074621,1,-0.5457392801247675,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,0.8350744654560759,1,1,1.3661672742586346,1.5227785333446333,1,-0.43348041882511157,1.5864004343995892,0,0,3.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,1,-1.2002122764736234,0,0,-0.817309077076095,-0.9683338082542393,0,0.5004817450461709,-0.031297311737476054,1,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,-0.7931549280876836,0,1,0.4934404043482487,-0.5817830279765474,1,-0.0033396071963007258,-0.031297311737476054,0,1,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,0,1,0,-0.3453918448631497,1,0,0.31424933600162985,-0.257320828673137,1,-0.317033175998242,1.0471678523539008,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,-1.1595065416350294,0,1,0.7937513614847123,-0.8454949514079485,1,1.386631529161787,-0.031297311737476054,1,1,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,-0.019745966154397852,0,1,0.48348534499565887,0.16044975751494467,1,-0.3823179542337548,-0.5705298937831644,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.26519417771576004,1,1,-0.817309077076095,-0.29352088471821286,0,-0.5437239947157977,0.5079352703082123,0,0,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,1.6084834273893616,2,1,1.4872871630484792,2.3955947937332716,1,-0.4866137246428173,1.5864004343995892,0,0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0,0,0,1.1200146093262338,0,1,1.359530568023575,1.7977673227197735,1,-0.45982299069880067,1.0471678523539008,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
0,0,0,1,-1.1595065416350294,0,1,-1.3100845150292975,-0.9719757532866531,1,-0.07358669859467969,-1.109762475828853,0,1,0.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,1.6084834273893616,2,0,-1.3333129868520075,-0.22893120896263514,1,-0.6207031647699722,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,-0.9559778674420595,0,1,-0.5369082386448113,-0.8148894494789298,0,-0.09834591933345256,0.5079352703082123,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0,0,0,0,-0.1418631706701798,1,0,-0.8438559020163349,-0.5338234385737983,0,-0.5081206191573296,0.5079352703082123,0,0,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-0.5896262538947137,1,0,-1.3664965180273074,-0.8226560069576916,1,-0.5157978969057863,-1.109762475828853,0,1,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,1,1.6084834273893616,2,1,0.8169798333074222,1.8207598431653729,1,-0.5184796857083294,2.1256330164452777,0,0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,0,0,0,-1.2409180113122174,0,0,-1.4892755833759168,-0.9901854784487216,1,0.1099002395934358,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,1.5677776925507676,1,1,1.482309633372184,2.4373894038944046,1,-0.48444901276625474,1.5864004343995892,0,1,3.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,0,-0.9966836022806536,0,1,-1.5058673489635668,-0.938210973739155,1,-0.40959555471880177,-1.109762475828853,0,0,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,1,1.6084834273893616,2,1,0.7672045365444724,1.8105799486169392,1,-0.5208459699458674,2.1256330164452777,0,0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,0,1,1,1.5677776925507676,2,1,0.19644780032931503,1.1733492650840736,1,-0.5464270362564001,1.0471678523539008,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1,0,0,0,0.46872285190873,1,1,1.3645080976998696,0.9703656780967755,1,-0.3883550862814049,1.5864004343995892,0,1,2.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,1,0.590840056424512,2,0,-1.3399496930870676,-0.4997295676077087,1,-0.6008477394629083,-1.109762475828853,0,1,2.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.22327464034736777,1,1,1.512174811429954,0.2449604338092672,1,-0.2052794308298139,1.5864004343995892,0,0,2.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,-1.2816237461508113,0,0,-0.5037247074695115,-0.9870920191139605,1,2.2048374052035613,-0.5705298937831644,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.5501343215859179,1,0,-1.3266762806169474,-0.49733816996594304,1,-0.5986144887880747,-1.109762475828853,0,1,2.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.8745663977648716,0,0,-1.003136851657774,-0.8406243984127929,0,-0.3267449323500397,-0.031297311737476054,1,1,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0.346605647392948,0,1,1.1571110278542456,0.8600103557290595,1,-0.3861067406550711,0.5079352703082123,0,1,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0,0,1,0,1.4863662228735797,2,1,-0.1154773927185032,0.8038015414336142,1,-0.5586535580516357,-0.031297311737476054,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,-0.7931549280876836,1,1,-1.4925939364934466,-0.8975572138291396,1,-0.49564504281608746,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,0.5094285867473239,2,1,-1.4909347599346818,-0.6199795719610789,1,-0.6096776519820233,-1.109762475828853,0,0,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.3453918448631497,1,0,-1.3382905165283026,-0.7488737109094551,1,-0.5464302351221286,-1.109762475828853,0,1,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,1.3235432835192036,2,0,-1.3001294556767078,-0.282836383327939,1,-0.6148173315023587,-1.109762475828853,0,1,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,0,-1.2816237461508113,0,1,-0.5103614137045716,-0.9871797768255848,1,2.193321488580876,-0.5705298937831644,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,1,0.7536629957788878,1,1,0.38061639835222955,0.7314453081992748,1,-0.4905514643098998,1.0471678523539008,0,0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-0.8745663977648716,1,0,-1.4909347599346818,-0.9159205149865508,1,-0.4678149109779318,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.1188008067964355,0,1,1.0393094921819312,-0.7840645532708501,1,1.1875981035330467,0.5079352703082123,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,-0.9966836022806536,0,1,-1.5008898192872717,-0.9348103624137084,1,-0.4076762352816876,-1.109762475828853,0,0,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,1.5677776925507676,2,0,0.5133505230534289,1.5040861407686303,1,-0.5311524524026998,1.5864004343995892,0,0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,-0.7117434584104956,0,1,0.9646465470375066,-0.3483475150555732,1,0.016813246893398123,0.5079352703082123,0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
0,0,1,0,-0.1825689055087738,0,0,-1.4743429943470319,-0.7618618522298702,1,-0.5783412371841621,-1.109762475828853,0,1,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.6710377235719016,0,1,0.3258635719129846,-0.5133758917653071,1,-0.15338522672128557,-1.109762475828853,0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,0.8350744654560759,1,0,-0.025881858545193533,0.5231304402307928,1,-0.5229420303661557,0.5079352703082123,0,0,3.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,-0.7524491932490895,0,0,-0.18184445506910288,-0.66629370427087,1,-0.2033326925435981,0.5079352703082123,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
